,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,match_api_id,country,elapsed,subtype,team,id,goal_type,elapsed_plus,birthday,height,weight
2585,Jeffrey Bruma,184821,Netherlands,2011,Hamburger SV,9790,20,1000000,CB,1030073,Germany,64,volley,Hamburger SV,1795149,n,,1991-11-13,187,192
1751,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083371,Italy,41,shot,Roma,1919684,n,,1991-03-23,180,163
1752,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083371,Italy,49,shot,Roma,1919887,n,,1991-03-23,180,163
1753,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083398,Italy,36,shot,Roma,1963431,n,,1991-03-23,180,163
1754,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083365,Italy,34,tap_in,Roma,1911662,n,,1991-03-23,180,163
1755,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083349,Italy,3,shot,Roma,1987932,n,,1991-03-23,180,163
1756,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083048,Italy,82,,Roma,1739065,n,,1991-03-23,180,163
1757,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083410,Italy,26,,Roma,1946951,n,,1991-03-23,180,163
1758,Fabio Borini,184822,Italy,2011,Roma,8686,20,3500000,LW,1083322,Italy,8,tap_in,Roma,1890131,n,,1991-03-23,180,163
4157,Phil Jones,186137,England,2011,Manchester United,10260,19,5000000,CB,1024882,England,20,volley,Manchester United,1810261,n,,1992-02-21,185,157
4158,Phil Jones,186137,England,2011,Manchester United,10260,19,5000000,CB,1025212,England,90,,Manchester United,1861626,o,,1992-02-21,185,157
4217,Pizzi,186748,Portugal,2011,SC Braga,10264,22,10000000,AM,1051771,Spain,69,shot,Atlético Madrid,1784127,n,,1989-10-06,172,146
193,Alejandro Martinuccio,187150,Argentina,2011,Villarreal CF,10205,24,150000,CF,1051889,Spain,16,,Villarreal CF,1975298,n,,1987-12-16,177,161
2120,Gilles Sunu,187669,Togo,2011,FC Lorient,8689,20,300000,CF,1019594,France,47,,FC Lorient,1779508,n,,1991-03-30,180,165
2121,Gilles Sunu,187669,Togo,2011,FC Lorient,8689,20,300000,CF,1019576,France,82,,FC Lorient,1766923,n,,1991-03-30,180,165
3152,Luc Castaignos,189237,Netherlands,2011,Inter,8636,19,300000,CF,1083149,Italy,90,shot,Inter,1798061,n,,1992-09-27,187,172
2379,Ibrahima Balde,189922,Senegal,2011,CA Osasuna,8371,22,325000,CF,1051817,Spain,75,shot,CA Osasuna,1846063,n,,1989-04-04,190,187
2380,Ibrahima Balde,189922,Senegal,2011,CA Osasuna,8371,22,325000,CF,1052015,Spain,54,,CA Osasuna,2141191,n,,1989-04-04,190,187
2381,Ibrahima Balde,189922,Senegal,2011,CA Osasuna,8371,22,325000,CF,1051767,Spain,31,shot,CA Osasuna,1763439,n,,1989-04-04,190,187
2382,Ibrahima Balde,189922,Senegal,2011,CA Osasuna,8371,22,325000,CF,1051799,Spain,33,,CA Osasuna,1831382,n,,1989-04-04,190,187
2383,Ibrahima Balde,189922,Senegal,2011,CA Osasuna,8371,22,325000,CF,1052005,Spain,14,,CA Osasuna,2119039,n,,1989-04-04,190,187
2405,Isco,191315,Spain,2011,Málaga CF,9864,19,15000000,AM,1051785,Spain,40,loose_ball,Málaga CF,1801045,n,,1992-04-21,175,163
2406,Isco,191315,Spain,2011,Málaga CF,9864,19,15000000,AM,1051775,Spain,48,,Málaga CF,1785486,n,,1992-04-21,175,163
2407,Isco,191315,Spain,2011,Málaga CF,9864,19,15000000,AM,1051953,Spain,22,,Málaga CF,2048816,n,,1992-04-21,175,163
2408,Isco,191315,Spain,2011,Málaga CF,9864,19,15000000,AM,1051887,Spain,79,shot,Málaga CF,1962367,n,,1992-04-21,175,163
2409,Isco,191315,Spain,2011,Málaga CF,9864,19,15000000,AM,1051972,Spain,19,,Málaga CF,2062338,n,,1992-04-21,175,163
1275,Dedryck Boyata,191616,Belgium,2011,Bolton Wanderers,8559,21,8000000,CB,1024534,England,46,header,Bolton Wanderers,1693096,n,,1990-11-28,187,185
5393,Yaya Sanogo,192921,France,2011,AJ Auxerre,8583,18,900000,CF,1019567,France,69,,AJ Auxerre,1767515,n,,1993-01-27,193,190
3239,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1083411,Italy,32,loose_ball,Lecce,1946362,n,,1991-04-18,177,174
3240,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1083394,Italy,44,,Lecce,1963562,n,,1991-04-18,177,174
3241,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1083216,Italy,54,shot,Lecce,1811602,n,,1991-04-18,177,174
3242,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1082901,Italy,20,shot,Lecce,1850961,n,,1991-04-18,177,174
3243,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1083249,Italy,22,,Lecce,2038031,n,,1991-04-18,177,174
3244,Luis Muriel,196484,Colombia,2011,Lecce,9888,20,30000000,CF,1083249,Italy,49,,Lecce,2038388,n,,1991-04-18,177,174
4052,Pajtim Kasami,197514,Switzerland,2011,Fulham,9879,19,2000000,CM,1024510,England,12,tap_in,Fulham,1670924,dg,,1992-06-02,187,198
533,Antonio Luna,202553,Spain,2011,Sevilla FC,8302,20,900000,LB,1051841,Spain,15,shot,Sevilla FC,1906552,n,,1991-03-17,177,150
44,Abraham Minero,213695,Spain,2011,Real Zaragoza,8394,25,50000,LB,1051889,Spain,90,,Real Zaragoza,1975551,n,,1986-02-22,175,157
2399,Isaac Cuenca,213702,Spain,2011,FC Barcelona,8634,20,700000,LW,1051758,Spain,50,shot,FC Barcelona,1744943,n,,1991-04-27,172,148
2400,Isaac Cuenca,213702,Spain,2011,FC Barcelona,8634,20,700000,LW,1051793,Spain,37,shot,FC Barcelona,1811162,n,,1991-04-27,172,148
2624,Joel Campbell,242094,Costa Rica,2011,FC Lorient,8689,19,2000000,RW,1019786,France,81,,FC Lorient,1874725,n,,1992-02-10,177,159
2625,Joel Campbell,242094,Costa Rica,2011,FC Lorient,8689,19,2000000,RW,1020120,France,77,,FC Lorient,2063413,n,,1992-02-10,177,159
5156,Tom Trybull,243828,Germany,2011,SV Werder Bremen,8697,18,1500000,DM,1030259,Germany,45,header,SV Werder Bremen,1943803,n,,1993-03-09,180,159
5058,Thievy Bifouma,254702,Congo,2011,RCD Espanyol,8558,19,400000,RW,1051809,Spain,2,distance,RCD Espanyol,1840180,n,,1992-05-13,180,163
3008,Kurt Zouma,281207,France,2011,AS Saint-Étienne,9853,17,32000000,CB,1019791,France,77,,AS Saint-Étienne,1874687,n,,1994-10-27,190,187
3009,Kurt Zouma,281207,France,2011,AS Saint-Étienne,9853,17,32000000,CB,1019601,France,39,,AS Saint-Étienne,1779378,n,,1994-10-27,190,187
3055,Lenny Nangis,289155,Guadeloupe,2011,SM Caen,7819,17,350000,LW,1019589,France,71,,SM Caen,1779630,n,,1994-03-24,172,161
3562,Matthias Ginter,303912,Germany,2011,SC Freiburg,8358,17,27000000,CB,1030185,Germany,88,,SC Freiburg,1889595,n,,1994-01-19,190,194
4155,Petr Jiracek,10967,Czech Republic,2012,Hamburger SV,9790,26,150000,CM,1239763,Germany,60,,Hamburger SV,2761891,n,,1986-03-02,180,170
514,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1287258,Italy,81,,Lazio,2669591,p,,1987-02-28,180,154
515,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1287081,Italy,35,,Lazio,2476309,n,,1987-02-28,180,154
516,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1286981,Italy,11,,Lazio,2325240,n,,1987-02-28,180,154
517,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1287152,Italy,86,,Lazio,2544013,p,,1987-02-28,180,154
518,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1287334,Italy,90,,Lazio,2765636,p,,1987-02-28,180,154
519,Antonio Candreva,11685,Italy,2012,Lazio,8543,25,2500000,RM,1287043,Italy,41,,Lazio,2426819,n,,1987-02-28,180,154
1095,Cristian Sapunaru,12766,Romania,2012,Real Zaragoza,8394,28,200000,CB,1260118,Spain,45,,Real Zaragoza,2442078,n,,1984-04-05,187,179
1096,Cristian Sapunaru,12766,Romania,2012,Real Zaragoza,8394,28,200000,CB,1260167,Spain,26,,Real Zaragoza,2719660,n,,1984-04-05,187,179
2231,Gustavo Cabral,18673,Argentina,2012,RC Celta de Vigo,9910,27,1200000,CB,1260287,Spain,28,,RC Celta de Vigo,2788326,n,,1985-10-14,182,179
104,Adrian Mariappa,23358,Jamaica,2012,Reading,9798,26,300000,CB,1229380,England,83,header,Reading,2592980,n,,1986-10-03,177,179
272,Alex Song,23678,Cameroon,2012,FC Barcelona,8634,25,400000,DM,1260207,Spain,28,,FC Barcelona,2486047,n,,1987-09-09,185,163
4947,Steven Davis,23792,Northern Ireland,2012,Southampton,8466,27,1000000,CM,1229378,England,22,loose_ball,Southampton,2593470,n,,1985-01-01,172,159
4948,Steven Davis,23792,Northern Ireland,2012,Southampton,8466,27,1000000,CM,1228232,England,68,shot,Southampton,2296913,n,,1985-01-01,172,159
4657,Scott Sinclair,23991,England,2012,Manchester City,8456,23,1500000,LW,1228234,England,81,shot,Swansea City,2294326,n,,1989-03-25,177,152
3704,Michele Canini,24403,Italy,2012,Genoa,10233,27,150000,CB,1287168,Italy,2,,Atalanta,2563107,o,,1985-06-05,187,185
3705,Michele Canini,24403,Italy,2012,Atalanta,8524,27,150000,CB,1287168,Italy,2,,Atalanta,2563107,o,,1985-06-05,187,185
1254,Davide Brivio,24500,Italy,2012,Atalanta,8524,24,250000,LB,1287157,Italy,77,,Atalanta,2550464,o,,1988-08-17,185,181
3052,Lazaros Christodoulopoulos,24789,Greece,2012,Bologna,9857,26,400000,RW,1287219,Italy,85,,Bologna,2623690,n,,1986-12-19,182,170
3142,Lorenzo De Silvestri,25587,Italy,2012,Sampdoria,9882,24,1500000,RB,1287341,Italy,57,,Sampdoria,2778050,n,,1988-05-23,185,185
3143,Lorenzo De Silvestri,25587,Italy,2012,Sampdoria,9882,24,1500000,RB,1287317,Italy,36,,Sampdoria,2757384,n,,1988-05-23,185,185
2216,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1287282,Italy,33,,Napoli,2701353,n,,1983-07-27,182,165
2217,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1287304,Italy,58,,Napoli,2729998,n,,1983-07-27,182,165
2218,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1287032,Italy,45,,Napoli,2405226,n,,1983-07-27,182,165
2219,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1287270,Italy,18,,Napoli,2687013,n,,1983-07-27,182,165
2220,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1286991,Italy,39,,Napoli,2352225,n,,1983-07-27,182,165
2221,Goran Pandev,25597,North Macedonia,2012,Napoli,9875,29,500000,SS,1287247,Italy,82,,Napoli,2653913,n,,1983-07-27,182,165
2396,Igor de Camargo,25957,Belgium,2012,TSG 1899 Hoffenheim,8226,29,150000,CF,1239671,Germany,90,,TSG 1899 Hoffenheim,2615932,n,,1983-05-12,187,187
2397,Igor de Camargo,25957,Belgium,2012,TSG 1899 Hoffenheim,8226,29,150000,CF,1239595,Germany,62,,Borussia Mönchengladbach,2504707,n,,1983-05-12,187,187
2398,Igor de Camargo,25957,Belgium,2012,TSG 1899 Hoffenheim,8226,29,150000,CF,1239549,Germany,49,,Borussia Mönchengladbach,2455257,n,,1983-05-12,187,187
2961,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1229495,England,6,shot,Everton,2765047,n,,1987-10-05,182,154
2962,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1229495,England,60,deflected,Everton,2765902,n,,1987-10-05,182,154
2963,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1229432,England,28,shot,Everton,2670851,n,,1987-10-05,182,154
2964,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1228290,England,88,header,Everton,2304854,dg,,1987-10-05,182,154
2965,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1229449,England,53,shot,Everton,2684774,n,,1987-10-05,182,154
2966,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1228380,England,43,tap_in,Everton,2367153,n,,1987-10-05,182,154
2967,Kevin Mirallas,26151,Belgium,2012,Everton,8668,25,900000,RW,1229398,England,66,shot,Everton,2630139,n,,1987-10-05,182,154
581,Arnold Mvuemba,26324,DR Congo,2012,Olympique Lyonnais,9748,27,200000,DM,1217064,France,90,,Olympique Lyonnais,2618496,n,,1985-01-28,172,148
582,Arnold Mvuemba,26324,DR Congo,2012,Olympique Lyonnais,9748,27,200000,DM,1216839,France,62,,FC Lorient,2305479,p,,1985-01-28,172,148
2949,Karim El Ahmadi,26539,Morocco,2012,Aston Villa,10252,27,400000,DM,1228290,England,75,distance,Aston Villa,2304668,n,,1985-01-27,185,172
3167,Luca Cigarini,27671,Italy,2012,Atalanta,8524,26,600000,DM,1287037,Italy,62,,Atalanta,2428143,n,,1986-06-20,175,159
3168,Luca Cigarini,27671,Italy,2012,Atalanta,8524,26,600000,DM,1286990,Italy,64,,Atalanta,2350552,n,,1986-06-20,175,159
1187,Daniele Dessena,27672,Italy,2012,Cagliari,8529,25,450000,CM,1287342,Italy,75,,Cagliari,2781780,n,,1987-05-10,182,165
1188,Daniele Dessena,27672,Italy,2012,Cagliari,8529,25,450000,CM,1287054,Italy,47,,Cagliari,2443017,n,,1987-05-10,182,165
1189,Daniele Dessena,27672,Italy,2012,Cagliari,8529,25,450000,CM,1287116,Italy,80,,Cagliari,2506575,n,,1987-05-10,182,165
3387,Marco Motta,27720,Italy,2012,Bologna,9857,26,250000,RB,1287219,Italy,58,,Bologna,2623642,n,,1986-05-14,185,168
624,Barreto,27733,Brazil,2012,Torino,9804,27,25000,SS,1287262,Italy,30,,Torino,2671382,n,,1985-07-12,170,132
625,Barreto,27733,Brazil,2012,Torino,9804,27,25000,SS,1287296,Italy,45,,Torino,2715607,n,,1985-07-12,170,132
626,Barreto,27733,Brazil,2012,Torino,9804,27,25000,SS,1287276,Italy,25,,Torino,2682840,n,,1985-07-12,170,132
3881,Nigel de Jong,30598,Netherlands,2012,Milan,8564,28,400000,DM,1287043,Italy,61,,Milan,2426862,n,,1984-11-30,175,159
5191,Urby Emanuelson,30603,Netherlands,2012,Fulham,9879,26,300000,CM,1228313,England,90,shot,Fulham,2781538,n,3.0,1986-06-16,175,150
5192,Urby Emanuelson,30603,Netherlands,2012,Fulham,9879,26,300000,CM,1287071,Italy,16,,Milan,2456398,n,,1986-06-16,175,150
4539,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260069,Spain,37,,Málaga CF,2405255,n,,1981-08-16,190,183
4540,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260247,Spain,15,,Málaga CF,2757485,n,,1981-08-16,190,183
4541,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260209,Spain,70,,Málaga CF,2682043,n,,1981-08-16,190,183
4542,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260188,Spain,40,,Málaga CF,2732622,n,,1981-08-16,190,183
4543,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260304,Spain,73,,Málaga CF,2524528,n,,1981-08-16,190,183
4544,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260304,Spain,76,,Málaga CF,2524537,n,,1981-08-16,190,183
4545,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260224,Spain,86,,Málaga CF,2514605,n,,1981-08-16,190,183
4546,Roque Santa Cruz,30646,Paraguay,2012,Málaga CF,9864,31,250000,CF,1260215,Spain,81,,Málaga CF,2497276,n,,1981-08-16,190,183
4446,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287260,Italy,54,,Inter,2669162,n,,1982-02-05,175,154
4447,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287077,Italy,84,,Inter,2478284,n,,1982-02-05,175,154
4448,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287231,Italy,70,,Inter,2632278,n,,1982-02-05,175,154
4449,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287231,Italy,90,,Inter,2632328,n,,1982-02-05,175,154
4450,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287170,Italy,45,,Inter,2564126,n,,1982-02-05,175,154
4451,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287251,Italy,43,,Inter,2677520,n,,1982-02-05,175,154
4452,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287251,Italy,90,,Inter,2677581,n,,1982-02-05,175,154
4453,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287070,Italy,90,,Inter,2457208,n,,1982-02-05,175,154
4454,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287041,Italy,85,,Inter,2428262,n,,1982-02-05,175,154
4455,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287090,Italy,11,,Inter,2486744,n,,1982-02-05,175,154
4456,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287061,Italy,68,,Inter,2450586,n,,1982-02-05,175,154
4457,Rodrigo Palacio,30991,Argentina,2012,Inter,8636,30,400000,CF,1287164,Italy,31,,Inter,2550022,n,,1982-02-05,175,154
3267,Luka Modric,31097,Croatia,2012,Real Madrid CF,8633,27,10000000,CM,1260170,Spain,54,,Real Madrid CF,2652971,n,,1985-09-09,175,143
3268,Luka Modric,31097,Croatia,2012,Real Madrid CF,8633,27,10000000,CM,1260247,Spain,63,,Real Madrid CF,2757902,n,,1985-09-09,175,143
3269,Luka Modric,31097,Croatia,2012,Real Madrid CF,8633,27,10000000,CM,1260147,Spain,90,,Real Madrid CF,2457183,n,,1985-09-09,175,143
1327,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239739,Germany,75,,VfL Wolfsburg,2728130,n,,1985-02-28,172,161
1328,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239561,Germany,5,,VfL Wolfsburg,2476305,n,,1985-02-28,172,161
1329,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239561,Germany,16,,VfL Wolfsburg,2476362,n,,1985-02-28,172,161
1330,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239624,Germany,51,,VfL Wolfsburg,2560785,n,,1985-02-28,172,161
1331,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239768,Germany,19,,VfL Wolfsburg,2776875,n,,1985-02-28,172,161
1332,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239731,Germany,66,,VfL Wolfsburg,2713688,p,,1985-02-28,172,161
1333,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239603,Germany,36,,VfL Wolfsburg,2513026,p,,1985-02-28,172,161
1334,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239686,Germany,90,,VfL Wolfsburg,2641324,n,,1985-02-28,172,161
1335,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239547,Germany,78,,VfL Wolfsburg,2440534,p,,1985-02-28,172,161
1336,Diego,31235,Brazil,2012,VfL Wolfsburg,8721,27,1300000,CM,1239707,Germany,2,,VfL Wolfsburg,2671903,n,,1985-02-28,172,161
3326,Maicosuel,31614,Brazil,2012,Udinese,8600,26,400000,LW,1286968,Italy,28,,Udinese,2305073,n,,1986-06-16,177,154
3327,Maicosuel,31614,Brazil,2012,Udinese,8600,26,400000,LW,1287046,Italy,53,,Udinese,2428062,n,,1986-06-16,177,154
3272,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229306,England,64,header,Arsenal,2530680,n,,1985-06-04,182,183
3273,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229295,England,22,distance,Arsenal,2566380,n,,1985-06-04,182,183
3274,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229361,England,78,direct_freekick,Arsenal,2579625,n,,1985-06-04,182,183
3275,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229493,England,11,header,Arsenal,2770934,n,,1985-06-04,182,183
3276,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229493,England,68,shot,Arsenal,2771213,n,,1985-06-04,182,183
3277,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229208,England,23,shot,Arsenal,2473198,n,,1985-06-04,182,183
3278,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229218,England,42,deflected,Arsenal,2484066,n,,1985-06-04,182,183
3279,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1228302,England,31,shot,Arsenal,2322945,n,,1985-06-04,182,183
3280,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229280,England,14,shot,Arsenal,2521415,n,,1985-06-04,182,183
3281,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1229451,England,90,shot,Arsenal,2697845,n,2.0,1985-06-04,182,183
3282,Lukas Podolski,32118,Germany,2012,Arsenal,9825,27,400000,AM,1228325,England,31,direct_freekick,Arsenal,2348392,n,,1985-06-04,182,183
4969,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228390,England,10,shot,Sunderland,2367774,n,,1987-03-26,185,168
4970,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1229219,England,50,shot,Sunderland,2487436,n,,1987-03-26,185,168
4971,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1229349,England,20,volley,Sunderland,2560500,n,,1987-03-26,185,168
4972,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1229349,England,42,shot,Sunderland,2560800,n,,1987-03-26,185,168
4973,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1229414,England,20,tap_in,Sunderland,2640743,n,,1987-03-26,185,168
4974,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228306,England,40,shot,Sunderland,2319257,n,,1987-03-26,185,168
4975,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228306,England,45,tap_in,Sunderland,2319339,n,6.0,1987-03-26,185,168
4976,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1229288,England,42,shot,Sunderland,2523233,n,,1987-03-26,185,168
4977,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228570,England,51,shot,Sunderland,2382782,n,,1987-03-26,185,168
4978,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228357,England,29,tap_in,Sunderland,2349796,n,,1987-03-26,185,168
4979,Steven Fletcher,32627,Scotland,2012,Sunderland,8472,25,900000,CF,1228297,England,28,tap_in,Sunderland,2517440,n,,1987-03-26,185,168
4351,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1229498,England,25,shot,Norwich City,2765323,n,,1987-09-07,182,170
4352,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1229444,England,40,header,Norwich City,2681604,n,,1987-09-07,182,170
4353,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1228309,England,85,shot,Norwich City,2319835,n,,1987-09-07,182,170
4354,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1229291,England,23,direct_freekick,Norwich City,2522967,n,,1987-09-07,182,170
4355,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1229270,England,77,direct_freekick,Norwich City,2514101,n,,1987-09-07,182,170
4356,Robert Snodgrass,32728,Scotland,2012,Norwich City,9850,25,1500000,RW,1229241,England,45,direct_freekick,Norwich City,2501853,n,,1987-09-07,182,170
4820,Simon Kjaer,35112,Denmark,2012,VfL Wolfsburg,8721,23,10000000,CB,1239597,Germany,68,,VfL Wolfsburg,2507168,n,,1989-03-26,187,198
4821,Simon Kjaer,35112,Denmark,2012,VfL Wolfsburg,8721,23,10000000,CB,1239714,Germany,71,,VfL Wolfsburg,2681715,n,,1989-03-26,187,198
2568,Jay Bothroyd,35338,England,2012,Queens Park Rangers,10172,30,200000,CF,1229401,England,77,tap_in,Queens Park Rangers,2630357,n,,1982-05-05,190,183
5521,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1217013,France,43,,Paris Saint-Germain,2564134,n,,1981-10-03,195,209
5522,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216905,France,74,,Paris Saint-Germain,2441659,n,,1981-10-03,195,209
5523,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1217117,France,90,,Paris Saint-Germain,2682606,n,,1981-10-03,195,209
5524,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216980,France,28,,Paris Saint-Germain,2517288,n,,1981-10-03,195,209
5525,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216980,France,49,,Paris Saint-Germain,2517349,n,,1981-10-03,195,209
5526,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216980,France,54,,Paris Saint-Germain,2517350,n,,1981-10-03,195,209
5527,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216850,France,1,,Paris Saint-Germain,2325013,n,,1981-10-03,195,209
5528,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216850,France,21,,Paris Saint-Germain,2325122,n,,1981-10-03,195,209
5529,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1217186,France,51,,Paris Saint-Germain,2788583,n,,1981-10-03,195,209
5530,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216890,France,23,,Paris Saint-Germain,2405216,n,,1981-10-03,195,209
5531,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216890,France,25,,Paris Saint-Germain,2405219,n,,1981-10-03,195,209
5532,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1216958,France,83,,Paris Saint-Germain,2506074,n,,1981-10-03,195,209
5533,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1217098,France,19,,Paris Saint-Germain,2655467,p,,1981-10-03,195,209
5534,Zlatan Ibrahimovic,35724,Sweden,2012,Paris Saint-Germain,9847,31,4000000,CF,1217040,France,36,,Paris Saint-Germain,2576532,n,,1981-10-03,195,209
