,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,id,match_api_id,country,elapsed,card_type,elapsed_plus,team,birthday,height,weight
6515,Sergio Canales,150649,Spain,2010,Real Madrid CF,8633,19,20000000,AM,1216989,875611,Spain,90,y,,Real Madrid CF,1991-02-16,177,143
6516,Sergio Canales,150649,Spain,2010,Real Madrid CF,8633,19,20000000,AM,1232139,875628,Spain,77,y,,Real Madrid CF,1991-02-16,177,143
3955,Kamil Glik,150670,Poland,2010,Bari,9976,22,2000000,CB,1394661,888385,Italy,43,y,,Bari,1988-02-03,190,176
3956,Kamil Glik,150670,Poland,2010,Bari,9976,22,2000000,CB,1536736,888506,Italy,78,y,,Bari,1988-02-03,190,176
3957,Kamil Glik,150670,Poland,2010,Bari,9976,22,2000000,CB,1536739,888506,Italy,78,r,,Bari,1988-02-03,190,176
3958,Kamil Glik,150670,Poland,2010,Bari,9976,22,2000000,CB,1408143,888408,Italy,32,y,,Bari,1988-02-03,190,176
3959,Kamil Glik,150670,Poland,2010,Bari,9976,22,2000000,CB,1400773,888399,Italy,86,y,,Bari,1988-02-03,190,176
5083,Mattia Destro,154249,Italy,2010,Genoa,10233,19,2500000,CF,1270092,888264,Italy,83,y,,Genoa,1991-03-20,177,159
5084,Mattia Destro,154249,Italy,2010,Genoa,10233,19,2500000,CF,1234548,888237,Italy,64,y,,Genoa,1991-03-20,177,159
5085,Mattia Destro,154249,Italy,2010,Genoa,10233,19,2500000,CF,1553787,888522,Italy,86,y,,Genoa,1991-03-20,177,159
5086,Mattia Destro,154249,Italy,2010,Genoa,10233,19,2500000,CF,1358617,888342,Italy,90,y,,Genoa,1991-03-20,177,159
6380,Sandro,156727,Brazil,2010,Tottenham Hotspur,8586,21,500000,DM,1229917,839896,England,78,y,,Tottenham Hotspur,1989-03-15,187,165
6381,Sandro,156727,Brazil,2010,Tottenham Hotspur,8586,21,500000,DM,1556581,840216,England,45,y,1.0,Tottenham Hotspur,1989-03-15,187,165
6382,Sandro,156727,Brazil,2010,Tottenham Hotspur,8586,21,500000,DM,1214145,839891,England,23,y,,Tottenham Hotspur,1989-03-15,187,165
6383,Sandro,156727,Brazil,2010,Tottenham Hotspur,8586,21,500000,DM,1481827,840164,England,77,y,,Tottenham Hotspur,1989-03-15,187,165
5442,Nemanja Pejcinovic,157288,Serbia,2010,OGC Nice,9831,23,350000,CB,1535608,830463,France,75,y,,OGC Nice,1987-10-04,185,176
5443,Nemanja Pejcinovic,157288,Serbia,2010,OGC Nice,9831,23,350000,CB,1442937,830293,France,90,y,,OGC Nice,1987-10-04,185,176
2613,Francis Coquelin,159594,France,2010,FC Lorient,8689,19,5000000,DM,1430665,830278,France,22,y,,FC Lorient,1991-05-13,177,163
2614,Francis Coquelin,159594,France,2010,FC Lorient,8689,19,5000000,DM,1430877,830278,France,51,y2,,FC Lorient,1991-05-13,177,163
4120,Kyle Walker,159833,England,2010,Aston Villa,10252,20,28000000,RB,1565547,840228,England,56,y,,Aston Villa,1990-05-28,177,154
4121,Kyle Walker,159833,England,2010,Aston Villa,10252,20,28000000,RB,1481675,840157,England,70,y,,Aston Villa,1990-05-28,177,154
4122,Kyle Walker,159833,England,2010,Aston Villa,10252,20,28000000,RB,1441517,840143,England,90,y,2.0,Aston Villa,1990-05-28,177,154
4123,Kyle Walker,159833,England,2010,Tottenham Hotspur,8586,20,28000000,RB,1565547,840228,England,56,y,,Aston Villa,1990-05-28,177,154
4124,Kyle Walker,159833,England,2010,Tottenham Hotspur,8586,20,28000000,RB,1481675,840157,England,70,y,,Aston Villa,1990-05-28,177,154
4125,Kyle Walker,159833,England,2010,Tottenham Hotspur,8586,20,28000000,RB,1441517,840143,England,90,y,2.0,Aston Villa,1990-05-28,177,154
3231,Jack Colback,160243,England,2010,Sunderland,8472,21,1200000,DM,1441508,840135,England,90,y,2.0,Sunderland,1989-10-24,175,154
7020,Tom Cleverley,160713,England,2010,Wigan Athletic,8528,21,3000000,CM,1343176,839999,England,74,y,,Wigan Athletic,1989-08-12,175,148
1338,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1351802,840070,England,29,y,,Aston Villa,1989-09-26,187,168
1339,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1216383,839886,England,75,y,,Aston Villa,1989-09-26,187,168
1340,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1440330,840143,England,37,y,,Aston Villa,1989-09-26,187,168
1341,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1348244,840064,England,45,y,,Aston Villa,1989-09-26,187,168
1342,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1318922,839965,England,38,y,,Aston Villa,1989-09-26,187,168
1343,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1288924,839948,England,61,y,,Aston Villa,1989-09-26,187,168
1344,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1374740,840087,England,24,y,,Aston Villa,1989-09-26,187,168
1345,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1297274,839957,England,53,y,,Aston Villa,1989-09-26,187,168
1346,Ciaran Clark,161414,Ireland,2010,Aston Villa,10252,21,3000000,CB,1268880,839929,England,40,y,,Aston Villa,1989-09-26,187,168
933,Barry Bannan,161415,Scotland,2010,Aston Villa,10252,21,1800000,CM,1272777,839936,England,18,y,,Aston Villa,1989-12-01,170,134
2301,Federico Macheda,165709,Italy,2010,Sampdoria,9882,19,1500000,CF,1393928,888384,Italy,82,y,,Sampdoria,1991-08-22,182,170
2302,Federico Macheda,165709,Italy,2010,Sampdoria,9882,19,1500000,CF,1443671,888435,Italy,86,y,,Sampdoria,1991-08-22,182,170
1876,Diego Seoane Perez,167069,Spain,2010,RC Deportivo de La Coruña,9783,22,100000,RB,1290879,875698,Spain,75,y,,RC Deportivo de La Coruña,1988-04-26,180,170
1877,Diego Seoane Perez,167069,Spain,2010,RC Deportivo de La Coruña,9783,22,100000,RB,1279886,875685,Spain,75,y,,RC Deportivo de La Coruña,1988-04-26,180,170
3546,Johan Martial,167557,France,2010,Stade Brestois 29,8521,19,300000,CB,1559393,830510,France,47,y,,Stade Brestois 29,1991-05-30,182,168
3547,Johan Martial,167557,France,2010,Stade Brestois 29,8521,19,300000,CB,1335840,830118,France,21,y,,Stade Brestois 29,1991-05-30,182,168
1749,Dejan Lekic,179009,Serbia,2010,CA Osasuna,8371,25,50000,CF,1148728,875477,Spain,75,y,,CA Osasuna,1985-06-07,193,194
1750,Dejan Lekic,179009,Serbia,2010,CA Osasuna,8371,25,50000,CF,1248595,875649,Spain,88,y,,CA Osasuna,1985-06-07,193,194
1751,Dejan Lekic,179009,Serbia,2010,CA Osasuna,8371,25,50000,CF,1434084,875720,Spain,90,y,,CA Osasuna,1985-06-07,193,194
1752,Dejan Lekic,179009,Serbia,2010,CA Osasuna,8371,25,50000,CF,1207253,875594,Spain,90,y,,CA Osasuna,1985-06-07,193,194
6267,Romain Hamouma,179845,France,2010,SM Caen,7819,23,1500000,CF,1522930,830439,France,45,y,,SM Caen,1987-03-29,177,163
6268,Romain Hamouma,179845,France,2010,SM Caen,7819,23,1500000,CF,1326219,830107,France,41,y,,SM Caen,1987-03-29,177,163
6269,Romain Hamouma,179845,France,2010,SM Caen,7819,23,1500000,CF,1563520,830528,France,83,y,,SM Caen,1987-03-29,177,163
4984,Matias Ezequiel Schelotto,182765,Italy,2010,Cesena,9880,21,500000,RB,1188804,888207,Italy,68,y,,Cesena,1989-05-23,187,168
4985,Matias Ezequiel Schelotto,182765,Italy,2010,Cesena,9880,21,500000,RB,1399551,888394,Italy,42,y,,Catania,1989-05-23,187,168
4986,Matias Ezequiel Schelotto,182765,Italy,2010,Catania,8530,21,500000,RB,1188804,888207,Italy,68,y,,Cesena,1989-05-23,187,168
4987,Matias Ezequiel Schelotto,182765,Italy,2010,Catania,8530,21,500000,RB,1399551,888394,Italy,42,y,,Catania,1989-05-23,187,168
6532,Sergio Tejera,182928,Spain,2010,RCD Mallorca,8661,20,500000,CM,1436384,875757,Spain,73,y,,RCD Mallorca,1990-05-28,180,165
6533,Sergio Tejera,182928,Spain,2010,RCD Mallorca,8661,20,500000,CM,1378860,875842,Spain,43,y,,RCD Mallorca,1990-05-28,180,165
6534,Sergio Tejera,182928,Spain,2010,RCD Mallorca,8661,20,500000,CM,1522953,875982,Spain,43,y,,RCD Mallorca,1990-05-28,180,165
6535,Sergio Tejera,182928,Spain,2010,RCD Mallorca,8661,20,500000,CM,1467341,875862,Spain,86,y,,RCD Mallorca,1990-05-28,180,165
4843,Mario Gaspar,183185,Spain,2010,Villarreal CF,10205,20,5000000,RB,1564141,875449,Spain,90,y,3.0,Villarreal CF,1990-11-24,177,154
4844,Mario Gaspar,183185,Spain,2010,Villarreal CF,10205,20,5000000,RB,1390306,875861,Spain,75,y,,Villarreal CF,1990-11-24,177,154
4845,Mario Gaspar,183185,Spain,2010,Villarreal CF,10205,20,5000000,RB,1524100,875985,Spain,18,y,,Villarreal CF,1990-11-24,177,154
4846,Mario Gaspar,183185,Spain,2010,Villarreal CF,10205,20,5000000,RB,1550428,875499,Spain,75,y,,Villarreal CF,1990-11-24,177,154
4847,Mario Gaspar,183185,Spain,2010,Villarreal CF,10205,20,5000000,RB,1536024,876001,Spain,26,y,,Villarreal CF,1990-11-24,177,154
6350,Samuel Souprayen,184520,France,2010,Stade Rennais FC,9851,21,250000,CB,1506812,830396,France,32,y,,Stade Rennais FC,1989-02-18,187,165
6351,Samuel Souprayen,184520,France,2010,Stade Rennais FC,9851,21,250000,CB,1506836,830396,France,39,y2,,Stade Rennais FC,1989-02-18,187,165
6352,Samuel Souprayen,184520,France,2010,Stade Rennais FC,9851,21,250000,CB,1306708,829987,France,75,y,,Stade Rennais FC,1989-02-18,187,165
6353,Samuel Souprayen,184520,France,2010,Stade Rennais FC,9851,21,250000,CB,1496012,830369,France,72,y,,Stade Rennais FC,1989-02-18,187,165
4523,Luis Pedro Cavanda,185925,Belgium,2010,Lazio,8543,19,200000,RB,1330332,888311,Italy,90,y,2.0,Lazio,1991-01-02,180,168
2272,Faouzi Ghoulam,187017,Algeria,2010,AS Saint-Étienne,9853,19,3000000,LB,1495570,830365,France,79,y,,AS Saint-Étienne,1991-02-01,187,176
3613,Jonathan Hogg,189074,England,2010,Aston Villa,10252,22,1000000,CM,1343539,839996,England,35,y,,Aston Villa,1988-12-06,177,161
2896,Giulio Donati,191080,Italy,2010,Lecce,9888,20,800000,RB,1408008,888405,Italy,15,y,,Lecce,1990-02-05,177,181
1737,Dedryck Boyata,191616,Belgium,2010,Manchester City,8456,20,8000000,CB,1184800,839868,England,77,y,,Manchester City,1990-11-28,187,185
1738,Dedryck Boyata,191616,Belgium,2010,Manchester City,8456,20,8000000,CB,1235104,839898,England,5,r,,Manchester City,1990-11-28,187,185
3903,Juanmi,191873,Spain,2010,Málaga CF,9864,17,3000000,RW,1183649,875559,Spain,84,y,,Málaga CF,1993-05-20,170,139
427,Alexander Merkel,192504,Kazakhstan,2010,Milan,8564,18,2200000,CM,1386520,888375,Italy,21,y,,Milan,1992-02-22,177,148
6504,Sergi Enrich,193224,Spain,2010,RCD Mallorca,8661,20,1800000,CF,1149939,875480,Spain,34,y,,RCD Mallorca,1990-02-26,180,168
6217,Rodri,196188,Spain,2010,Sevilla FC,8302,20,400000,CF,1300940,875699,Spain,90,y,1.0,Sevilla FC,1990-06-06,175,163
6218,Rodri,196188,Spain,2010,Sevilla FC,8302,20,400000,CF,1505987,875963,Spain,20,y,,Sevilla FC,1990-06-06,175,163
5684,Pajtim Kasami,197514,Switzerland,2010,Palermo,8540,18,2000000,CM,1394178,888388,Italy,90,y,3.0,Palermo,1992-06-02,187,198
768,Antonio Luna,202553,Spain,2010,Sevilla FC,8302,19,900000,LB,1291478,875687,Spain,80,y,,Sevilla FC,1991-03-17,177,150
769,Antonio Luna,202553,Spain,2010,Sevilla FC,8302,19,900000,LB,1435655,875713,Spain,49,y,,UD Almería,1991-03-17,177,150
770,Antonio Luna,202553,Spain,2010,Sevilla FC,8302,19,900000,LB,1435905,875713,Spain,89,y2,,UD Almería,1991-03-17,177,150
771,Antonio Luna,202553,Spain,2010,Sevilla FC,8302,19,900000,LB,1446637,875783,Spain,90,y,,UD Almería,1991-03-17,177,150
772,Antonio Luna,202553,Spain,2010,Sevilla FC,8302,19,900000,LB,1488788,875909,Spain,26,y,,UD Almería,1991-03-17,177,150
773,Antonio Luna,202553,Spain,2010,UD Almería,9865,19,900000,LB,1291478,875687,Spain,80,y,,Sevilla FC,1991-03-17,177,150
774,Antonio Luna,202553,Spain,2010,UD Almería,9865,19,900000,LB,1435655,875713,Spain,49,y,,UD Almería,1991-03-17,177,150
775,Antonio Luna,202553,Spain,2010,UD Almería,9865,19,900000,LB,1435905,875713,Spain,89,y2,,UD Almería,1991-03-17,177,150
776,Antonio Luna,202553,Spain,2010,UD Almería,9865,19,900000,LB,1446637,875783,Spain,90,y,,UD Almería,1991-03-17,177,150
777,Antonio Luna,202553,Spain,2010,UD Almería,9865,19,900000,LB,1488788,875909,Spain,26,y,,UD Almería,1991-03-17,177,150
886,Asier Illarramendi,205278,Spain,2010,Real Sociedad,8560,20,6000000,DM,1448523,875792,Spain,69,y,,Real Sociedad,1990-03-08,177,168
887,Asier Illarramendi,205278,Spain,2010,Real Sociedad,8560,20,6000000,DM,1430598,875724,Spain,53,y,,Real Sociedad,1990-03-08,177,168
146,Afriyie Acquah,213366,Ghana,2010,Palermo,8540,18,1500000,CM,1566094,888537,Italy,28,y,,Palermo,1992-01-05,177,154
147,Afriyie Acquah,213366,Ghana,2010,Palermo,8540,18,1500000,CM,1418454,888416,Italy,81,y,,Palermo,1992-01-05,177,154
4628,Manu Molina,213490,Spain,2010,RCD Espanyol,8558,19,400000,CM,1436455,875757,Spain,90,y,,RCD Espanyol,1991-11-20,177,159
6888,Thibault Moulin,213799,France,2010,SM Caen,7819,20,400000,CM,1407175,830176,France,60,y,,SM Caen,1990-01-13,175,154
3790,Jose Recio,238841,Spain,2010,Málaga CF,9864,19,1000000,CM,1558279,875483,Spain,45,y,1.0,Málaga CF,1991-01-11,182,163
3791,Jose Recio,238841,Spain,2010,Málaga CF,9864,19,1000000,CM,1409093,875906,Spain,29,y,,Málaga CF,1991-01-11,182,163
3792,Jose Recio,238841,Spain,2010,Málaga CF,9864,19,1000000,CM,1356608,875796,Spain,72,y,,Málaga CF,1991-01-11,182,163
3580,Jon Flanagan,239856,England,2010,Liverpool,8650,17,300000,RB,1532254,840196,England,29,y,,Liverpool,1993-01-01,180,152
3581,Jon Flanagan,239856,England,2010,Liverpool,8650,17,300000,RB,1509766,840175,England,30,y,,Liverpool,1993-01-01,180,152
3582,Jon Flanagan,239856,England,2010,Liverpool,8650,17,300000,RB,1556932,840216,England,70,y,,Liverpool,1993-01-01,180,152
4950,Massadio Haidara,240236,Mali,2010,AS Nancy-Lorraine,8481,18,2500000,LB,1483741,830352,France,69,y,,AS Nancy-Lorraine,1992-12-02,180,165
6169,Roberto Firmino,242709,Brazil,2010,TSG 1899 Hoffenheim,8226,19,40000000,CF,1505463,857363,Germany,78,y,,TSG 1899 Hoffenheim,1991-10-02,180,168
3911,Julian Draxler,243164,Germany,2010,FC Schalke 04,10189,17,20000000,LW,1479590,857306,Germany,52,y,,FC Schalke 04,1993-09-20,187,165
5890,Petr Jiracek,10967,Czech Republic,2011,VfL Wolfsburg,8721,25,150000,CM,2010456,1030351,Germany,74,y,,VfL Wolfsburg,1986-03-02,180,170
5891,Petr Jiracek,10967,Czech Republic,2011,VfL Wolfsburg,8721,25,150000,CM,1915633,1030229,Germany,32,y,,VfL Wolfsburg,1986-03-02,180,170
744,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,1639154,1082946,Italy,44,y,,Cesena,1987-02-28,180,154
745,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,1660226,1082964,Italy,74,y,,Cesena,1987-02-28,180,154
746,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,1732399,1083041,Italy,75,y,,Cesena,1987-02-28,180,154
747,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,2122546,1083144,Italy,71,y,,Lazio,1987-02-28,180,154
748,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,1949607,1083407,Italy,83,y,,Lazio,1987-02-28,180,154
749,Antonio Candreva,11685,Italy,2011,Cesena,9880,24,2500000,RM,2087835,1083206,Italy,81,y,,Lazio,1987-02-28,180,154
750,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,1639154,1082946,Italy,44,y,,Cesena,1987-02-28,180,154
751,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,1660226,1082964,Italy,74,y,,Cesena,1987-02-28,180,154
752,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,1732399,1083041,Italy,75,y,,Cesena,1987-02-28,180,154
753,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,2122546,1083144,Italy,71,y,,Lazio,1987-02-28,180,154
754,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,1949607,1083407,Italy,83,y,,Lazio,1987-02-28,180,154
755,Antonio Candreva,11685,Italy,2011,Lazio,8543,24,2500000,RM,2087835,1083206,Italy,81,y,,Lazio,1987-02-28,180,154
1969,Eden Ben Basat,14560,Israel,2011,Stade Brestois 29,8521,25,150000,CF,1795639,1019618,France,5,y,,Stade Brestois 29,1986-09-08,182,165
1970,Eden Ben Basat,14560,Israel,2011,Stade Brestois 29,8521,25,150000,CF,1977532,1019958,France,56,y,,Stade Brestois 29,1986-09-08,182,165
1832,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,1932633,1051867,Spain,27,y,,Rayo Vallecano,1988-10-07,187,187
1833,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,1964019,1051885,Spain,20,y,,Rayo Vallecano,1988-10-07,187,187
1834,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,1974040,1051890,Spain,42,y,,Rayo Vallecano,1988-10-07,187,187
1835,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,2054315,1051967,Spain,65,y,,Rayo Vallecano,1988-10-07,187,187
1836,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,2119167,1052001,Spain,26,y,,Rayo Vallecano,1988-10-07,187,187
1837,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,2009215,1051927,Spain,21,y,,Rayo Vallecano,1988-10-07,187,187
1838,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,1922117,1051849,Spain,57,y,,Rayo Vallecano,1988-10-07,187,187
1839,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,1949200,1051877,Spain,68,y,,Rayo Vallecano,1988-10-07,187,187
1840,Diego Costa,19243,Spain,2011,Rayo Vallecano,8370,23,6000000,CF,2028762,1051939,Spain,65,y,,Rayo Vallecano,1988-10-07,187,187
1574,Danilo,19249,Brazil,2011,Udinese,8600,27,600000,CB,1911258,1083360,Italy,8,y,,Udinese,1984-05-10,185,165
1575,Danilo,19249,Brazil,2011,Udinese,8600,27,600000,CB,1846367,1083269,Italy,9,y,,Udinese,1984-05-10,185,165
1576,Danilo,19249,Brazil,2011,Udinese,8600,27,600000,CB,2088393,1083204,Italy,45,y,1.0,Udinese,1984-05-10,185,165
1577,Danilo,19249,Brazil,2011,Udinese,8600,27,600000,CB,1693190,1083010,Italy,24,y,,Udinese,1984-05-10,185,165
1578,Danilo,19249,Brazil,2011,Udinese,8600,27,600000,CB,1791254,1083150,Italy,42,y,,Udinese,1984-05-10,185,165
3584,Jonathan,19352,Brazil,2011,Inter,8636,25,200000,RB,2075316,1083187,Italy,71,y,,Parma,1986-02-27,170,159
3585,Jonathan,19352,Brazil,2011,Parma,10167,25,200000,RB,2075316,1083187,Italy,71,y,,Parma,1986-02-27,170,159
1006,Billy Jones,22964,England,2011,West Bromwich Albion,8659,24,250000,RB,2042118,1025902,England,89,y,,West Bromwich Albion,1987-03-24,180,170
1007,Billy Jones,22964,England,2011,West Bromwich Albion,8659,24,250000,RB,1727465,1024627,England,20,y,,West Bromwich Albion,1987-03-24,180,170
1008,Billy Jones,22964,England,2011,West Bromwich Albion,8659,24,250000,RB,2121805,1026122,England,45,y,,West Bromwich Albion,1987-03-24,180,170
1009,Billy Jones,22964,England,2011,West Bromwich Albion,8659,24,250000,RB,1859839,1025220,England,47,y,,West Bromwich Albion,1987-03-24,180,170
6541,Shane Long,23293,Ireland,2011,West Bromwich Albion,8659,24,1200000,CF,2122261,1026122,England,54,y,,West Bromwich Albion,1987-01-22,180,179
6542,Shane Long,23293,Ireland,2011,West Bromwich Albion,8659,24,1200000,CF,1808431,1024907,England,32,y,,West Bromwich Albion,1987-01-22,180,179
2451,Felix Bastians,23587,Germany,2011,Hertha BSC Berlin,8177,23,275000,CB,1825227,1030138,Germany,38,y,,SC Freiburg,1988-05-09,187,183
2737,Gary Cahill,23783,England,2011,Chelsea,8455,26,1500000,CB,2072449,1025999,England,54,y,,Chelsea,1985-12-19,193,190
2738,Gary Cahill,23783,England,2011,Chelsea,8455,26,1500000,CB,2048863,1025927,England,41,y,,Chelsea,1985-12-19,193,190
2739,Gary Cahill,23783,England,2011,Chelsea,8455,26,1500000,CB,1861623,1025198,England,90,y,2.0,Bolton Wanderers,1985-12-19,193,190
2740,Gary Cahill,23783,England,2011,Chelsea,8455,26,1500000,CB,1808170,1024910,England,18,r,,Bolton Wanderers,1985-12-19,193,190
2741,Gary Cahill,23783,England,2011,Chelsea,8455,26,1500000,CB,1604966,1024183,England,76,y,,Bolton Wanderers,1985-12-19,193,190
6430,Scott Dann,23837,England,2011,Blackburn Rovers,8655,24,1500000,CB,2039266,1025902,England,51,y,,Blackburn Rovers,1987-02-14,190,172
6431,Scott Dann,23837,England,2011,Blackburn Rovers,8655,24,1500000,CB,1653891,1024440,England,67,y,,Blackburn Rovers,1987-02-14,190,172
1634,Darron Gibson,24156,Ireland,2011,Everton,8668,24,200000,CM,2012382,1025805,England,73,y,,Everton,1987-10-25,180,176
1635,Darron Gibson,24156,Ireland,2011,Everton,8668,24,200000,CM,1889722,1025282,England,71,y,,Everton,1987-10-25,180,176
1636,Darron Gibson,24156,Ireland,2011,Everton,8668,24,200000,CM,2095985,1026060,England,44,y,,Everton,1987-10-25,180,176
1069,Bradley Johnson,24583,England,2011,Norwich City,9850,24,300000,CM,2047527,1025938,England,60,y,,Norwich City,1987-04-28,177,150
1070,Bradley Johnson,24583,England,2011,Norwich City,9850,24,300000,CM,1962979,1025582,England,10,y,,Norwich City,1987-04-28,177,150
4756,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,1667803,1082975,Italy,48,y,,Cesena,1987-09-30,187,181
4757,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,2000439,1083287,Italy,56,y,,Cesena,1987-09-30,187,181
4758,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,2000470,1083287,Italy,78,y2,,Cesena,1987-09-30,187,181
4759,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,1828315,1083245,Italy,75,y,,Cesena,1987-09-30,187,181
4760,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,1813068,1083171,Italy,29,y,,Cesena,1987-09-30,187,181
4761,Marco Rossi,25338,Italy,2011,Cesena,9880,24,50000,CB,1781472,1083108,Italy,90,y,2.0,Cesena,1987-09-30,187,181
1888,Dimitri Payet,25496,France,2011,LOSC Lille,8639,24,5000000,AM,1953947,1019856,France,8,y,,LOSC Lille,1987-03-29,175,170
1889,Dimitri Payet,25496,France,2011,LOSC Lille,8639,24,5000000,AM,2041445,1020099,France,53,y,,LOSC Lille,1987-03-29,175,170
1890,Dimitri Payet,25496,France,2011,LOSC Lille,8639,24,5000000,AM,2013666,1020034,France,29,y,,LOSC Lille,1987-03-29,175,170
6871,Taye Taiwo,25541,Nigeria,2011,Queens Park Rangers,10172,26,50000,LB,2055271,1025935,England,72,y,,Queens Park Rangers,1985-04-16,182,179
6872,Taye Taiwo,25541,Nigeria,2011,Queens Park Rangers,10172,26,50000,LB,1674153,1082996,Italy,34,y,,Milan,1985-04-16,182,179
6873,Taye Taiwo,25541,Nigeria,2011,Milan,8564,26,50000,LB,2055271,1025935,England,72,y,,Queens Park Rangers,1985-04-16,182,179
6874,Taye Taiwo,25541,Nigeria,2011,Milan,8564,26,50000,LB,1674153,1082996,Italy,34,y,,Milan,1985-04-16,182,179
2944,Goran Pandev,25597,North Macedonia,2011,Napoli,9875,28,500000,SS,1801841,1083096,Italy,17,y,,Napoli,1983-07-27,182,165
2945,Goran Pandev,25597,North Macedonia,2011,Napoli,9875,28,500000,SS,2055094,1083212,Italy,70,r,,Napoli,1983-07-27,182,165
3896,Juan Pablo Carrizo,25735,Argentina,2011,Catania,8530,27,150000,GK,2055425,1083219,Italy,90,y2,,Catania,1984-05-06,187,192
3897,Juan Pablo Carrizo,25735,Argentina,2011,Catania,8530,27,150000,GK,1954347,1083347,Italy,79,y,,Catania,1984-05-06,187,192
1021,Blaise Matuidi,26419,France,2011,Paris Saint-Germain,9847,24,2000000,CM,1999895,1020011,France,86,y,,Paris Saint-Germain,1987-04-09,175,154
1022,Blaise Matuidi,26419,France,2011,Paris Saint-Germain,9847,24,2000000,CM,1784109,1019603,France,12,y,,Paris Saint-Germain,1987-04-09,175,154
1023,Blaise Matuidi,26419,France,2011,Paris Saint-Germain,9847,24,2000000,CM,1949616,1019918,France,70,y,,Paris Saint-Germain,1987-04-09,175,154
5200,Michael Bradley,26472,United States,2011,Borussia Mönchengladbach,9788,24,500000,CM,1714580,1083018,Italy,72,y,,Chievo Verona,1987-07-31,187,174
5201,Michael Bradley,26472,United States,2011,Borussia Mönchengladbach,9788,24,500000,CM,1829686,1083252,Italy,9,y,,Chievo Verona,1987-07-31,187,174
5202,Michael Bradley,26472,United States,2011,Borussia Mönchengladbach,9788,24,500000,CM,1895593,1083318,Italy,47,y,,Chievo Verona,1987-07-31,187,174
5203,Michael Bradley,26472,United States,2011,Borussia Mönchengladbach,9788,24,500000,CM,1946916,1083406,Italy,21,y,,Chievo Verona,1987-07-31,187,174
5204,Michael Bradley,26472,United States,2011,Chievo Verona,8533,24,500000,CM,1714580,1083018,Italy,72,y,,Chievo Verona,1987-07-31,187,174
5205,Michael Bradley,26472,United States,2011,Chievo Verona,8533,24,500000,CM,1829686,1083252,Italy,9,y,,Chievo Verona,1987-07-31,187,174
5206,Michael Bradley,26472,United States,2011,Chievo Verona,8533,24,500000,CM,1895593,1083318,Italy,47,y,,Chievo Verona,1987-07-31,187,174
5207,Michael Bradley,26472,United States,2011,Chievo Verona,8533,24,500000,CM,1946916,1083406,Italy,21,y,,Chievo Verona,1987-07-31,187,174
6018,Rafinha,27303,Brazil,2011,FC Bayern Munich,9823,26,1000000,RB,1613935,1029790,Germany,70,y,,FC Bayern Munich,1985-09-07,172,150
6019,Rafinha,27303,Brazil,2011,FC Bayern Munich,9823,26,1000000,RB,2096252,1030378,Germany,78,y,,FC Bayern Munich,1985-09-07,172,150
6020,Rafinha,27303,Brazil,2011,FC Bayern Munich,9823,26,1000000,RB,1901789,1030199,Germany,79,y,,FC Bayern Munich,1985-09-07,172,150
