"player_name";"player_api_id";"player_nation";"season";"team_long_name";"team_api_id";"season_player_age";"market_val_amnt";"player_pos";"team_country"
"Ramiro Funes Mori";"213878";"Argentina";"2015";"Everton";"8668";"24";"2000000";"CB";"England"
"Ramon Azeez";"362855";"Nigeria";"2013";"UD Almería";"9865";"21";"700000";"CM";"Spain"
"Ramon Leeuwin";"37195";"Suriname";"2010";"ADO Den Haag";"10217";"23";"350000";"CB";"Netherlands"
"Ramon Leeuwin";"37195";"Suriname";"2013";"SC Cambuur";"7788";"26";"350000";"CB";"Netherlands"
"Ramon Leeuwin";"37195";"Suriname";"2014";"FC Utrecht";"9908";"27";"350000";"CB";"Netherlands"
"Raphael Guzzo";"500934";"Portugal";"2015";"Tondela";"188163";"20";"300000";"CM";"Portugal"
"Raphael Holzhauser";"215170";"Austria";"2012";"VfB Stuttgart";"10269";"19";"3500000";"AM";"Germany"
"Raphael Holzhauser";"215170";"Austria";"2013";"FC Augsburg";"8406";"20";"3500000";"AM";"Germany"
"Ravel Morrison";"231804";"Jamaica";"2013";"West Ham United";"8654";"20";"500000";"AM";"England"
"Reece Oxford";"575789";"England";"2015";"West Ham United";"8654";"17";"5000000";"CB";"England"
"Remko Pasveer";"26547";"Netherlands";"2010";"Heracles Almelo";"9791";"27";"250000";"GK";"Netherlands"
"Renan";"121960";"Brazil";"2012";"Sampdoria";"9882";"26";"400000";"DM";"Italy"
"Renan Bressan";"79775";"Belarus";"2014";"Rio Ave FC";"7841";"26";"250000";"AM";"Portugal"
"Renato Ibarra";"207243";"Ecuador";"2011";"Vitesse";"8277";"20";"2500000";"RW";"Netherlands"
"Renato Sanches";"589344";"Portugal";"2015";"SL Benfica";"9772";"18";"30000000";"CM";"Portugal"
"Rene Krhin";"170667";"Slovenia";"2009";"Inter";"8636";"19";"400000";"CM";"Italy"
"Rene Krhin";"170667";"Slovenia";"2010";"Bologna";"9857";"20";"400000";"CM";"Italy"
"Rene Krhin";"170667";"Slovenia";"2015";"Granada CF";"7878";"25";"400000";"CM";"Spain"
"Reto Ziegler";"32597";"Switzerland";"2013";"Sassuolo";"7943";"27";"100000";"CB";"Italy"
"Reuben Gabriel";"321970";"Nigeria";"2014";"Boavista FC";"8613";"24";"325000";"CM";"Portugal"
"Revson";"265412";"Brazil";"2012";"CD Nacional";"10214";"25";"525000";"DM";"Portugal"
"Ricardinho";"568908";"Portugal";"2014";"Gil Vicente FC";"9764";"20";"500000";"RB";"Portugal"
"Ricardo";"96836";"Portugal";"2015";"Vitória Setúbal";"10238";"33";"50000";"GK";"Portugal"
"Ricardo Batista";"35453";"Angola";"2014";"Vitória Setúbal";"10238";"28";"50000";"GK";"Portugal"
"Ricardo Esgaio";"300918";"Portugal";"2014";"Sporting CP";"9768";"21";"6000000";"RB";"Portugal"
"Ricardo Esgaio";"300918";"Portugal";"2015";"Sporting CP";"9768";"22";"6000000";"RB";"Portugal"
"Ricardo Ferreira";"242874";"Canada";"2014";"FC Paços de Ferreira";"6403";"22";"300000";"CB";"Portugal"
"Ricardo Ferreira";"242874";"Canada";"2015";"SC Braga";"10264";"23";"300000";"CB";"Portugal"
"Ricardo Horta";"432591";"Portugal";"2014";"Málaga CF";"9864";"20";"14000000";"LW";"Spain"
"Ricardo Kishna";"518373";"Netherlands";"2014";"Ajax";"8593";"19";"350000";"LW";"Netherlands"
"Ricardo Kishna";"518373";"Netherlands";"2015";"Lazio";"8543";"20";"350000";"LW";"Italy"
"Ricardo Pereira";"306128";"Portugal";"2015";"OGC Nice";"9831";"22";"30000000";"RB";"France"
"Riccardo Cazzola";"104744";"Italy";"2012";"Atalanta";"8524";"27";"200000";"CM";"Italy"
"Riccardo Improta";"288591";"Italy";"2013";"Chievo Verona";"8533";"20";"1500000";"LW";"Italy"
"Riccardo Meggiorini";"42437";"Italy";"2009";"Bari";"9976";"24";"300000";"CF";"Italy"
"Riccardo Saponara";"212645";"Italy";"2015";"Empoli";"8534";"24";"1700000";"AM";"Italy"
"Richard Soumah";"46549";"Guinea";"2010";"Stade Brestois 29";"8521";"24";"100000";"LB";"France"
"Richard Soumah";"46549";"Guinea";"2012";"Stade Brestois 29";"8521";"26";"100000";"LB";"France"
"Richmond Boakye";"198583";"Ghana";"2013";"Elche CF";"10268";"20";"700000";"CF";"Spain"
"Richmond Boakye";"198583";"Ghana";"2014";"Atalanta";"8524";"21";"700000";"CF";"Italy"
"Richmond Boakye";"198583";"Ghana";"2015";"Roda JC Kerkrade";"9803";"22";"700000";"CF";"Netherlands"
"Rick Karsdorp";"560852";"Netherlands";"2014";"Feyenoord";"10235";"19";"15000000";"RB";"Netherlands"
"Rick ten Voorde";"163161";"Netherlands";"2011";"RKC Waalwijk";"10219";"20";"50000";"CF";"Netherlands"
"Rick ten Voorde";"163161";"Netherlands";"2014";"FC Dordrecht";"6631";"23";"50000";"CF";"Netherlands"
"Ricky van Wolfswinkel";"116750";"Netherlands";"2009";"FC Utrecht";"9908";"20";"500000";"CF";"Netherlands"
"Ricky van Wolfswinkel";"116750";"Netherlands";"2011";"Sporting CP";"9768";"22";"500000";"CF";"Portugal"
"Ricky van Wolfswinkel";"116750";"Netherlands";"2013";"Norwich City";"9850";"24";"500000";"CF";"England"
"Ricky van Wolfswinkel";"116750";"Netherlands";"2014";"AS Saint-Étienne";"9853";"25";"500000";"CF";"France"
"Ricky van Wolfswinkel";"116750";"Netherlands";"2015";"Real Betis Balompié";"8603";"26";"500000";"CF";"Spain"
"Rico Strieder";"462004";"Germany";"2015";"FC Utrecht";"9908";"23";"700000";"DM";"Netherlands"
"Ridgeciano Haps";"414232";"Suriname";"2014";"AZ";"10229";"21";"3000000";"LB";"Netherlands"
"Ritchie De Laet";"67850";"Belgium";"2011";"Norwich City";"9850";"23";"1800000";"CB";"England"
"Robbie Kruse";"103686";"Australia";"2013";"Bayer 04 Leverkusen";"8178";"25";"350000";"LW";"Germany"
"Robbin Ruiter";"118848";"Netherlands";"2012";"FC Utrecht";"9908";"25";"400000";"GK";"Netherlands"
"Robert Beric";"158297";"Slovenia";"2015";"AS Saint-Étienne";"9853";"24";"2500000";"CF";"France"
"Robert Snodgrass";"32728";"Scotland";"2012";"Norwich City";"9850";"25";"1500000";"RW";"England"
"Robert Snodgrass";"32728";"Scotland";"2014";"Hull City";"8667";"27";"1500000";"RW";"England"
"Robert Tesche";"71017";"Germany";"2009";"Hamburger SV";"9790";"22";"350000";"CM";"Germany"
"Robert Tesche";"71017";"Germany";"2013";"Hamburger SV";"9790";"26";"350000";"CM";"Germany"
"Roberto";"37623";"Spain";"2010";"SL Benfica";"9772";"24";"700000";"GK";"Portugal"
"Roberto";"37623";"Spain";"2011";"Real Zaragoza";"8394";"25";"700000";"GK";"Spain"
"Roberto";"282529";"Portugal";"2014";"FC Arouca";"158085";"26";"100000";"CF";"Portugal"
"Roberto Canella";"74752";"Spain";"2014";"RC Deportivo de La Coruña";"9783";"26";"200000";"LB";"Spain"
"Roberto Chen";"474668";"Panama";"2013";"Málaga CF";"9864";"19";"275000";"CB";"Spain"
"Roberto Firmino";"242709";"Brazil";"2015";"Liverpool";"8650";"24";"40000000";"CF";"England"
"Roberto Pereyra";"210278";"Argentina";"2014";"Juventus";"9885";"23";"10000000";"AM";"Italy"
"Roberto Pereyra";"210278";"Argentina";"2015";"Juventus";"9885";"24";"10000000";"AM";"Italy"
"Roberto Rosales";"104382";"Venezuela";"2014";"Málaga CF";"9864";"26";"500000";"RB";"Spain"
"Roberto Soldado";"37506";"Spain";"2010";"Valencia CF";"10267";"25";"1000000";"CF";"Spain"
"Roberto Soldado";"37506";"Spain";"2013";"Tottenham Hotspur";"8586";"28";"1000000";"CF";"England"
"Roberto Soldado";"37506";"Spain";"2015";"Villarreal CF";"10205";"30";"1000000";"CF";"Spain"
"Robin Knoche";"259296";"Germany";"2012";"VfL Wolfsburg";"8721";"20";"7500000";"CB";"Germany"
"Robinho";"33974";"Brazil";"2010";"Milan";"8564";"26";"300000";"LW";"Italy"
"Roderick Miranda";"181548";"Portugal";"2010";"SL Benfica";"9772";"19";"1500000";"CB";"Portugal"
"Roderick Miranda";"181548";"Portugal";"2012";"RC Deportivo de La Coruña";"9783";"21";"1500000";"CB";"Spain"
"Roderick Miranda";"181548";"Portugal";"2013";"Rio Ave FC";"7841";"22";"1500000";"CB";"Portugal"
"Rodney Strasser";"161682";"Sierra Leone";"2010";"Milan";"8564";"20";"50000";"DM";"Italy"
"Rodney Strasser";"161682";"Sierra Leone";"2011";"Lecce";"9888";"21";"50000";"DM";"Italy"
"Rodri";"196188";"Spain";"2010";"Sevilla FC";"8302";"20";"400000";"CF";"Spain"
"Rodri";"196188";"Spain";"2013";"UD Almería";"9865";"23";"400000";"CF";"Spain"
"Rodrigo";"193869";"Spain";"2010";"Bolton Wanderers";"8559";"19";"18000000";"SS";"England"
"Rodrigo";"193869";"Spain";"2011";"SL Benfica";"9772";"20";"18000000";"SS";"Portugal"
"Rodrigo";"289257";"Brazil";"2013";"CS Marítimo";"10212";"24";"1500000";"DM";"Portugal"
"Rodrigo";"193869";"Spain";"2014";"Valencia CF";"10267";"23";"18000000";"SS";"Spain"
"Rodrigo";"193869";"Spain";"2015";"Valencia CF";"10267";"24";"18000000";"SS";"Spain"
"Rodrigo Defendi";"38719";"Brazil";"2011";"Vitória Guimarães";"7844";"25";"50000";"CB";"Portugal"
"Rodrigo Defendi";"38719";"Brazil";"2014";"Vitória Guimarães";"7844";"28";"50000";"CB";"Portugal"
"Rodrigo Ely";"244963";"Brazil";"2015";"Milan";"8564";"22";"2200000";"CB";"Italy"
"Rodrigo Palacio";"30991";"Argentina";"2009";"Genoa";"10233";"27";"400000";"CF";"Italy"
"Rodrigo Palacio";"30991";"Argentina";"2012";"Inter";"8636";"30";"400000";"CF";"Italy"
"Rodrigo Pinho";"667962";"Brazil";"2015";"SC Braga";"10264";"24";"2500000";"CF";"Portugal"
"Rodrigues Saulo";"22514";"Brazil";"2010";"Rio Ave FC";"7841";"28";"650000";"RW";"Portugal"
"Roger";"303088";"Spain";"2015";"Levante UD";"8581";"24";"8000000";"CF";"Spain"
"Roland Alberg";"209373";"Suriname";"2011";"Excelsior";"10218";"21";"400000";"AM";"Netherlands"
"Roland Alberg";"209373";"Suriname";"2013";"ADO Den Haag";"10217";"23";"400000";"AM";"Netherlands"
"Roland Lamah";"38363";"Belgium";"2011";"CA Osasuna";"8371";"24";"200000";"LW";"Spain"
"Rolando Mandragora";"577911";"Italy";"2014";"Genoa";"10233";"17";"14000000";"DM";"Italy"
"Roly Bonevacia";"209361";"Curacao";"2010";"Ajax";"8593";"19";"500000";"CM";"Netherlands"
"Roly Bonevacia";"209361";"Curacao";"2011";"NAC Breda";"9761";"20";"500000";"CM";"Netherlands"
"Roly Bonevacia";"209361";"Curacao";"2013";"Roda JC Kerkrade";"9803";"22";"500000";"CM";"Netherlands"
"Romain Alessandrini";"210398";"France";"2012";"Stade Rennais FC";"9851";"23";"750000";"RW";"France"
"Romain Hamouma";"179845";"France";"2010";"SM Caen";"7819";"23";"1500000";"CF";"France"
"Romain Hamouma";"179845";"France";"2012";"AS Saint-Étienne";"9853";"25";"1500000";"CF";"France"
"Romelu Lukaku";"181276";"Belgium";"2012";"West Bromwich Albion";"8659";"19";"100000000";"CF";"England"
"Romelu Lukaku";"181276";"Belgium";"2013";"Everton";"8668";"20";"100000000";"CF";"England"
"Romelu Lukaku";"181276";"Belgium";"2014";"Everton";"8668";"21";"100000000";"CF";"England"
"Ron-Robert Zieler";"41087";"Germany";"2010";"Hannover 96";"9904";"21";"800000";"GK";"Germany"
"Roque Santa Cruz";"30646";"Paraguay";"2011";"Real Betis Balompié";"8603";"30";"250000";"CF";"Spain"
"Roque Santa Cruz";"30646";"Paraguay";"2012";"Málaga CF";"9864";"31";"250000";"CF";"Spain"
"Roque Santa Cruz";"30646";"Paraguay";"2015";"Málaga CF";"9864";"34";"250000";"CF";"Spain"
"Ross Barkley";"215384";"England";"2011";"Everton";"8668";"18";"17000000";"CM";"England"
"Rostyn Griffiths";"113189";"Australia";"2015";"Roda JC Kerkrade";"9803";"27";"300000";"CB";"Netherlands"
"Ruben Ligeon";"257828";"Netherlands";"2013";"Ajax";"8593";"21";"200000";"RB";"Netherlands"
"Ruben Ligeon";"257828";"Netherlands";"2015";"Willem II";"8525";"23";"200000";"RB";"Netherlands"
"Ruca";"280972";"Portugal";"2015";"Vitória Setúbal";"10238";"25";"75000";"LB";"Portugal"
"Rudy Gestede";"107415";"Benin";"2015";"Aston Villa";"10252";"27";"400000";"CF";"England"
"Rui Correia";"500618";"Portugal";"2014";"CD Nacional";"10214";"24";"200000";"CB";"Portugal"
"Rui Fonte";"159598";"Portugal";"2009";"Vitória Setúbal";"10238";"19";"2000000";"CF";"Portugal"
"Rui Fonte";"159598";"Portugal";"2011";"RCD Espanyol";"8558";"21";"2000000";"CF";"Spain"
"Rui Fonte";"159598";"Portugal";"2015";"SC Braga";"10264";"25";"2000000";"CF";"Portugal"
"Ruud Vormer";"109061";"Netherlands";"2012";"Feyenoord";"10235";"24";"3500000";"CM";"Netherlands"
"Ryad Boudebouz";"155623";"Algeria";"2013";"SC Bastia";"7794";"23";"2200000";"AM";"France"
"Ryan Babel";"30915";"Netherlands";"2012";"Ajax";"8593";"26";"900000";"LW";"Netherlands"
"Ryan Bertrand";"46010";"England";"2013";"Chelsea";"8455";"24";"8000000";"LB";"England"
"Ryan Koolwijk";"110110";"Suriname";"2014";"FC Dordrecht";"6631";"29";"200000";"CM";"Netherlands"
"Ryan Mendes";"172615";"Cape Verde";"2012";"LOSC Lille";"8639";"22";"2500000";"LW";"France"
"Ryan Thomas";"496356";"New Zealand";"2013";"PEC Zwolle";"6413";"19";"3000000";"CM";"Netherlands"
"Ryan Tunnicliffe";"248454";"England";"2013";"Fulham";"9879";"21";"700000";"CM";"England"
"Rydell Poepon";"106474";"Netherlands";"2010";"De Graafschap";"8526";"23";"150000";"CF";"Netherlands"
"Rydell Poepon";"106474";"Netherlands";"2012";"ADO Den Haag";"10217";"25";"150000";"CF";"Netherlands"
"Rydell Poepon";"106474";"Netherlands";"2013";"NAC Breda";"9761";"26";"150000";"CF";"Netherlands"
"Saidi Ntibazonkiza";"45473";"Burundi";"2015";"SM Caen";"7819";"28";"550000";"LW";"France"
"Salomon Kalou";"31906";"Cote d'Ivoire";"2014";"Hertha BSC Berlin";"8177";"29";"400000";"LW";"Germany"
"Salva Chamorro";"280496";"Spain";"2015";"Tondela";"188163";"25";"200000";"attack";"Portugal"
"Salva Ruiz";"477604";"Spain";"2015";"Granada CF";"7878";"20";"500000";"LB";"Spain"
"Salva Sevilla";"102879";"Spain";"2014";"RCD Espanyol";"8558";"30";"300000";"CM";"Spain"
"Salvador Agra";"214449";"Portugal";"2012";"Real Betis Balompié";"8603";"21";"600000";"RW";"Spain"
"Salvador Agra";"214449";"Portugal";"2013";"SC Braga";"10264";"22";"600000";"RW";"Portugal"
"Salvador Agra";"214449";"Portugal";"2015";"CD Nacional";"10214";"24";"600000";"RW";"Portugal"
"Salvador Ichazo";"394824";"Uruguay";"2015";"Torino";"9804";"23";"400000";"GK";"Italy"
"Salvatore Sirigu";"27659";"Italy";"2011";"Paris Saint-Germain";"9847";"24";"2500000";"GK";"France"
"Sam Larsson";"318809";"Sweden";"2014";"SC Heerenveen";"10228";"21";"3500000";"LW";"Netherlands"
"Samba Sow";"165679";"Mali";"2009";"RC Lens";"8588";"20";"500000";"DM";"France"
"Sami";"164479";"Guinea-Bissau";"2014";"SC Braga";"10264";"26";"125000";"LW";"Portugal"
"Samir Fazli";"187344";"North Macedonia";"2013";"SC Heerenveen";"10228";"22";"150000";"CF";"Netherlands"
"Sammy Ameobi";"264840";"England";"2011";"Newcastle United";"10261";"19";"1800000";"LW";"England"
"Samuel Armenteros";"186136";"Sweden";"2013";"Feyenoord";"10235";"23";"700000";"CF";"Netherlands"
"Samuel Armenteros";"186136";"Sweden";"2014";"Willem II";"8525";"24";"700000";"CF";"Netherlands"
"Samuel Inkoom";"176299";"Ghana";"2015";"Boavista FC";"8613";"26";"150000";"RB";"Portugal"
"Samuel Souprayen";"184520";"France";"2010";"Stade Rennais FC";"9851";"21";"250000";"CB";"France"
"Samuel Souprayen";"184520";"France";"2011";"Dijon FCO";"9836";"22";"250000";"CB";"France"
"Samuel Souprayen";"184520";"France";"2015";"Hellas Verona";"9876";"26";"250000";"CB";"Italy"
"Samuele Longo";"195589";"Italy";"2012";"RCD Espanyol";"8558";"20";"450000";"CF";"Spain"
"Samuele Longo";"195589";"Italy";"2014";"Cagliari";"8529";"22";"450000";"CF";"Italy"
"Samuele Longo";"195589";"Italy";"2015";"Frosinone";"9891";"23";"450000";"CF";"Italy"
"Sander van de Streek";"304668";"Netherlands";"2014";"SC Cambuur";"7788";"21";"1600000";"AM";"Netherlands"
"Sandro";"156727";"Brazil";"2010";"Tottenham Hotspur";"8586";"21";"500000";"DM";"England"
"Sandro";"156727";"Brazil";"2014";"Queens Park Rangers";"10172";"25";"500000";"DM";"England"
"Sandro Lima";"477205";"Brazil";"2013";"Rio Ave FC";"7841";"23";"325000";"CF";"Portugal"
"Sanjin Prcic";"290022";"Bosnia-Herzegovina";"2014";"Stade Rennais FC";"9851";"21";"2000000";"CM";"France"
"Santi Cazorla";"37436";"Spain";"2011";"Málaga CF";"9864";"27";"2000000";"CM";"Spain"
"Santi Cazorla";"37436";"Spain";"2012";"Arsenal";"9825";"28";"2000000";"CM";"England"
"Santi Mina";"428947";"Spain";"2013";"RC Celta de Vigo";"9910";"18";"15000000";"CF";"Spain"
"Santi Mina";"428947";"Spain";"2015";"Valencia CF";"10267";"20";"15000000";"CF";"Spain"
"Santiago Arias";"207642";"Colombia";"2013";"PSV";"8640";"21";"5000000";"RB";"Netherlands"
"Santiago Montoya";"356960";"Colombia";"2015";"Vitória Guimarães";"7844";"24";"400000";"AM";"Portugal"
"Saphir Taider";"199833";"Algeria";"2011";"Bologna";"9857";"19";"1600000";"CM";"Italy"
"Saphir Taider";"199833";"Algeria";"2013";"Inter";"8636";"21";"1600000";"CM";"Italy"
"Saphir Taider";"199833";"Algeria";"2014";"Sassuolo";"7943";"22";"1600000";"CM";"Italy"
"Saphir Taider";"199833";"Algeria";"2015";"Bologna";"9857";"23";"1600000";"CM";"Italy"
"Scott Dann";"23837";"England";"2009";"Birmingham City";"8658";"22";"1500000";"CB";"England"
"Scott Dann";"23837";"England";"2011";"Blackburn Rovers";"8655";"24";"1500000";"CB";"England"
"Scott Sinclair";"23991";"England";"2009";"Wigan Athletic";"8528";"20";"1500000";"LW";"England"
"Scott Sinclair";"23991";"England";"2012";"Manchester City";"8456";"23";"1500000";"LW";"England"
"Scott Sinclair";"23991";"England";"2013";"West Bromwich Albion";"8659";"24";"1500000";"LW";"England"
"Scott Sinclair";"23991";"England";"2015";"Aston Villa";"10252";"26";"1500000";"LW";"England"
"Sead Kolasinac";"304345";"Bosnia-Herzegovina";"2012";"FC Schalke 04";"10189";"19";"3500000";"LB";"Germany"
"Seba";"204212";"France";"2015";"Estoril Praia";"7842";"23";"250000";"CM";"Portugal"
"Sebastian Giovinco";"96540";"Italy";"2010";"Parma";"10167";"23";"1000000";"SS";"Italy"
"Sebastian Giovinco";"96540";"Italy";"2011";"Parma";"10167";"24";"1000000";"SS";"Italy"
"Sebastian Giovinco";"96540";"Italy";"2012";"Juventus";"9885";"25";"1000000";"SS";"Italy"
"Sebastian Jung";"167065";"Germany";"2009";"Eintracht Frankfurt";"9810";"19";"300000";"RB";"Germany"
"Sebastian Jung";"167065";"Germany";"2014";"VfL Wolfsburg";"8721";"24";"300000";"RB";"Germany"
"Sebastian Kerk";"448806";"Germany";"2013";"SC Freiburg";"8358";"19";"1200000";"AM";"Germany"
"Sebastian Langkamp";"95081";"Germany";"2011";"FC Augsburg";"8406";"23";"300000";"CB";"Germany"
"Sebastian Langkamp";"95081";"Germany";"2013";"Hertha BSC Berlin";"8177";"25";"300000";"CB";"Germany"
"Sebastian Larsson";"35443";"Sweden";"2011";"Sunderland";"8472";"26";"600000";"CM";"England"
"Sebastian Polter";"178833";"Germany";"2011";"VfL Wolfsburg";"8721";"20";"1000000";"CF";"Germany"
"Sebastian Rode";"141370";"Germany";"2014";"FC Bayern Munich";"9823";"24";"4000000";"CM";"Germany"
"Sebastian Rudy";"119525";"Germany";"2010";"TSG 1899 Hoffenheim";"8226";"20";"3000000";"DM";"Germany"
"Sebastian Steblecki";"299021";"Poland";"2014";"SC Cambuur";"7788";"22";"200000";"AM";"Netherlands"
"Seko Fofana";"602211";"Cote d'Ivoire";"2015";"SC Bastia";"7794";"20";"12000000";"CM";"France"
"Senad Lulic";"66890";"Bosnia-Herzegovina";"2011";"Lazio";"8543";"25";"600000";"LM";"Italy"
"Serge Aurier";"195299";"Cote d'Ivoire";"2010";"RC Lens";"8588";"18";"15000000";"RB";"France"
"Serge Aurier";"195299";"Cote d'Ivoire";"2014";"Paris Saint-Germain";"9847";"22";"15000000";"RB";"France"
"Serge Aurier";"195299";"Cote d'Ivoire";"2015";"Paris Saint-Germain";"9847";"23";"15000000";"RB";"France"
"Sergi Darder";"282472";"Spain";"2013";"Málaga CF";"9864";"20";"7000000";"CM";"Spain"
"Sergi Darder";"282472";"Spain";"2015";"Olympique Lyonnais";"9748";"22";"7000000";"CM";"France"
"Sergi Enrich";"193224";"Spain";"2010";"RCD Mallorca";"8661";"20";"1800000";"CF";"Spain"
"Sergi Enrich";"193224";"Spain";"2015";"SD Eibar";"8372";"25";"1800000";"CF";"Spain"
"Sergi Roberto";"212472";"Spain";"2013";"FC Barcelona";"8634";"21";"15000000";"CM";"Spain"
"Sergio Asenjo";"96623";"Spain";"2013";"Villarreal CF";"10205";"24";"9000000";"GK";"Spain"
"Sergio Asenjo";"96623";"Spain";"2014";"Villarreal CF";"10205";"25";"9000000";"GK";"Spain"
"Sergio Canales";"150649";"Spain";"2009";"Racing Santander";"8696";"18";"20000000";"AM";"Spain"
"Sergio Canales";"150649";"Spain";"2010";"Real Madrid CF";"8633";"19";"20000000";"AM";"Spain"
"Sergio Canales";"150649";"Spain";"2011";"Valencia CF";"10267";"20";"20000000";"AM";"Spain"
"Sergio Escudero";"209950";"Spain";"2013";"Getafe CF";"8305";"24";"2500000";"LB";"Spain"
"Sergio Padt";"156553";"Netherlands";"2014";"FC Groningen";"8674";"24";"1000000";"GK";"Netherlands"
"Sergio Rochet";"553476";"Uruguay";"2014";"AZ";"10229";"21";"2000000";"GK";"Netherlands"
"Sergio Romero";"109060";"Argentina";"2015";"Manchester United";"10260";"28";"1000000";"GK";"England"
"Sergio Tejera";"182928";"Spain";"2010";"RCD Mallorca";"8661";"20";"500000";"CM";"Spain"
"Sergio Tejera";"182928";"Spain";"2012";"RCD Espanyol";"8558";"22";"500000";"CM";"Spain"
"Shane Long";"23293";"Ireland";"2011";"West Bromwich Albion";"8659";"24";"1200000";"CF";"England"
"Shane Long";"23293";"Ireland";"2014";"Southampton";"8466";"27";"1200000";"CF";"England"
"Shawn Parker";"278864";"Germany";"2014";"FC Augsburg";"8406";"21";"100000";"CF";"Germany"
"Sheyi Ojo";"608125";"England";"2015";"Liverpool";"8650";"18";"3000000";"RW";"England"
"Shinji Kagawa";"144993";"Japan";"2010";"Borussia Dortmund";"9789";"21";"1200000";"AM";"Germany"
"Shinji Kagawa";"144993";"Japan";"2012";"Manchester United";"10260";"23";"1200000";"AM";"England"
"Shinji Kagawa";"144993";"Japan";"2014";"Borussia Dortmund";"9789";"25";"1200000";"AM";"Germany"
"Shinji Okazaki";"20694";"Japan";"2015";"Leicester City";"8197";"29";"800000";"CF";"England"
"Shkodran Mustafi";"184999";"Germany";"2014";"Valencia CF";"10267";"22";"2500000";"CB";"Spain"
"Shunsuke Nakamura";"30851";"Japan";"2009";"RCD Espanyol";"8558";"31";"100000";"AM";"Spain"
"Sidnei";"121872";"Brazil";"2014";"RC Deportivo de La Coruña";"9783";"25";"2000000";"CB";"Spain"
"Siem de Jong";"103899";"Netherlands";"2014";"Newcastle United";"10261";"25";"500000";"AM";"England"
"Silvan Widmer";"275034";"Switzerland";"2013";"Udinese";"8600";"20";"4000000";"RB";"Italy"
"Silvestre Varela";"40187";"Portugal";"2009";"FC Porto";"9773";"24";"50000";"LW";"Portugal"
"Silvestre Varela";"40187";"Portugal";"2014";"West Bromwich Albion";"8659";"29";"50000";"LW";"England"
"Silvestre Varela";"40187";"Portugal";"2014";"FC Porto";"9773";"29";"50000";"LW";"Portugal"
"Silvestre Varela";"40187";"Portugal";"2015";"FC Porto";"9773";"30";"50000";"LW";"Portugal"
"Silvio Romero";"213106";"Argentina";"2013";"Stade Rennais FC";"9851";"25";"3000000";"CF";"France"
"Sime Vrsaljko";"178120";"Croatia";"2013";"Genoa";"10233";"21";"5000000";"RB";"Italy"
"Sime Vrsaljko";"178120";"Croatia";"2014";"Sassuolo";"7943";"22";"5000000";"RB";"Italy"
"Simeon Jackson";"24693";"Canada";"2013";"Eintracht Braunschweig";"9776";"26";"250000";"CF";"Germany"
"Simon Gustafson";"438572";"Sweden";"2015";"Feyenoord";"10235";"20";"2200000";"AM";"Netherlands"
"Simon Kjaer";"35112";"Denmark";"2010";"VfL Wolfsburg";"8721";"21";"10000000";"CB";"Germany"
"Simon Kjaer";"35112";"Denmark";"2011";"Roma";"8686";"22";"10000000";"CB";"Italy"
"Simon Kjaer";"35112";"Denmark";"2012";"VfL Wolfsburg";"8721";"23";"10000000";"CB";"Germany"
"Simon Kjaer";"35112";"Denmark";"2013";"LOSC Lille";"8639";"24";"10000000";"CB";"France"
"Simon Laner";"42583";"Italy";"2010";"Cagliari";"8529";"26";"25000";"CM";"Italy"
"Simon Laner";"42583";"Italy";"2013";"Hellas Verona";"9876";"29";"25000";"CM";"Italy"
"Simon Mignolet";"37868";"Belgium";"2010";"Sunderland";"8472";"22";"8000000";"GK";"England"
"Simon Mignolet";"37868";"Belgium";"2013";"Liverpool";"8650";"25";"8000000";"GK";"England"
"Simon Zenke";"94329";"Nigeria";"2012";"AS Nancy-Lorraine";"8481";"24";"125000";"RW";"France"
"Simon Zoller";"238438";"Germany";"2014";"1. FC Köln";"8722";"23";"1800000";"CF";"Germany"
"Simon Zoller";"238438";"Germany";"2015";"1. FC Köln";"8722";"24";"1800000";"CF";"Germany"
"Simone Benedetti";"111818";"Italy";"2014";"Cagliari";"8529";"22";"300000";"CB";"Italy"
"Simone Colombi";"128803";"Italy";"2014";"Cagliari";"8529";"23";"600000";"GK";"Italy"
"Simone Colombi";"128803";"Italy";"2015";"Palermo";"8540";"24";"600000";"GK";"Italy"
"Simone Pesce";"37522";"Italy";"2009";"Catania";"8530";"27";"200000";"CM";"Italy"
"Simone Scuffet";"423223";"Italy";"2013";"Udinese";"8600";"17";"800000";"GK";"Italy"
"Simone Sini";"213341";"Italy";"2010";"Lecce";"9888";"18";"175000";"CB";"Italy"
"Simone Verdi";"187360";"Italy";"2014";"Empoli";"8534";"22";"6500000";"AM";"Italy"
"Simone Verdi";"187360";"Italy";"2015";"SD Eibar";"8372";"23";"6500000";"AM";"Spain"
"Simone Zaza";"166595";"Italy";"2013";"Sassuolo";"7943";"22";"3000000";"CF";"Italy"
"Simone Zaza";"166595";"Italy";"2015";"Juventus";"9885";"24";"3000000";"CF";"Italy"
"Slobodan Medojevic";"119838";"Serbia";"2014";"Eintracht Frankfurt";"9810";"24";"600000";"DM";"Germany"
"Slobodan Rajkovic";"93064";"Serbia";"2010";"Vitesse";"8277";"21";"300000";"CB";"Netherlands"
"Slobodan Rajkovic";"93064";"Serbia";"2011";"Hamburger SV";"9790";"22";"300000";"CB";"Germany"
